"VENDOR","UNITS","SHARE"
"Lenovo","459.9392434","6.051503084271596"
"Acer","1806.205378","23.764567978577812"
"Dell","2137.856193","28.12815721057612"
"Apple","529.2660577","6.963648409071195"
"Hewlett-Packard","2505.010854","32.95887690959929"
"Fujitsu Siemens","107.1375207","1.4096275676859586"
"ASUS","54.99802235","0.7236188402180235"
"Total","7600.413269150001","99.99999999999999"
