"VENDOR","UNITS","SHARE"
"Acer","4.669835539","0.04471960349312278"
"Lenovo","2648.973238","25.367281540844342"
"Dell","2525.011404","24.180189614701817"
"Apple","101.5495842","0.9724661826715962"
"Hewlett-Packard","5001.504421","47.89575408133461"
"Fujitsu Siemens","134.6914108","1.289841244857877"
"ASUS","26.07985635","0.24974773209665285"
"Total","10442.479749888998","100.00000000000001"
